article_id,session_id,newspaper,category,headline,link,published_date,matched_keywords,matched_keyword_count
1032,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,"পরমাণু শক্তি কমিশন অফিসার্স অ্যাসোসিয়েশনের সভাপতি মাহবুব, সাধারণ সম্পাদক কিবরিয়া",https://www.prothomalo.com/bangladesh/hisbe9555y,2026-05-07,"প্রতিষ্ঠান, নারী, সভা",3
315,PROTHOMALO_20260428_211709,Prothom Alo,sports,দেম্বেলে নাকি কেইন: আজ রাতে নায়ক কে,https://www.prothomalo.com/sports/football/qaz6upgmqd,2026-04-28,"আলোচনা, আক্রমণ, হুমকি",3
366,PROTHOMALO_20260428_211709,Prothom Alo,technology,"স্যাটেলাইট ছবিতে রহস্যময় সবুজ আভায় দেখা যাচ্ছে বাংলাদেশকে, কেন",https://www.prothomalo.com/technology/science/96qswgxqbc,2026-04-28,"আলোচনা, গবেষণা",2
307,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"রিকশাচালক কাবুল ছিলেন একমাত্র উপার্জনক্ষম ব্যক্তি, পরিবার কীভাবে ঋণের কিস্তি দেবে",https://www.prothomalo.com/bangladesh/district/ovxf0o8iju,2026-04-28,"অভিযোগ, মামলা, এনজিও, চাপ, আইন",5
1030,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,"জগন্নাথের উপাচার্যকে নিয়ে ‘বিতর্কিত মন্তব্য’, প্রতিবাদে সাদা দলের বিবৃতি",https://www.prothomalo.com/bangladesh/cfj29tpq0y,2026-05-07,"প্রতিবাদ, বক্তব্য, বিবৃতি, সংগঠন, বাধা, নীতি, সভা",7
427,PROTHOMALO_20260428_211709,Prothom Alo,chakri,বিসিএসে সাফল্যের রহস্য কি বয়স? পরিসংখ্যানে ২৪ থেকে ২৬ বছর বয়সীদের আধিপত্য,https://www.prothomalo.com/chakri/chakri-news/b3j0h7e98i,2026-04-28,"প্রতিবেদন, আন্দোলন, আলোচনা, নারী, দাবি",5
1028,PROTHOMALO_20260507_121326,Prothom Alo,religion,বিষণ্নতা থেকে মুক্তি পেতে ইসলামের ১০ নির্দেশনা,https://www.prothomalo.com/religion/islam/fq7pobqy82,2026-05-07,চাপ,1
347,PROTHOMALO_20260428_211709,Prothom Alo,business,৪৭৬ কোটি টাকার রেকর্ড মুনাফা এনসিসি ব্যাংকের,https://www.prothomalo.com/business/market/o5rnkhezgh,2026-04-28,"প্রতিবেদন, কানুন, ঘোষণা, সভা, আইন",5
283,PROTHOMALO_20260428_211709,Prothom Alo,world,"দ্বিতীয় দফার ভোটের আগে পশ্চিমবঙ্গে সহিংসতা, ১৫০০ আটক",https://www.prothomalo.com/world/india/d20gjqdjmz,2026-04-28,"বক্তব্য, অভিযোগ, অধিকার, বিচার, মামলা, নারী, বিধি, সভা, আইন",9
305,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,বরিশাল বিশ্ববিদ্যালয়ে শিক্ষকদের সর্বাত্মক অসহযোগ আন্দোলনের ঘোষণা,https://www.prothomalo.com/bangladesh/district/t9wgryn2tb,2026-04-28,"নীতিমালা, বক্তব্য, আন্দোলন, সংবাদ, ঘোষণা, মতামত, দাবি, নীতি, সভা, আইন",10
297,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,উপজেলা পরিষদে সংসদ সদস্য অফিস হলে ক্ষমতার দ্বন্দ্ব বাড়তে পারে: বিআইপি,https://www.prothomalo.com/bangladesh/tw9otzet2x,2026-04-28,"প্রতিষ্ঠান, প্রতিবেদন, স্বচ্ছতা, সংগঠন, সংবাদ, বাধা, নীতি, সভা, আইন",9
361,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"‘এক সপ্তাহ অচেতন হয়ে পড়ে রইলেন, আমাদের ডাকে আর ফিরলেন না বাবা’",https://www.prothomalo.com/bangladesh/district/t72u10g494,2026-04-28,"বিচার, আইন",2
321,PROTHOMALO_20260428_211709,Prothom Alo,business,সমন্বিত আবাসন: আধুনিক জীবনযাত্রার নতুন দিগন্ত,https://www.prothomalo.com/business/industry/es2713aeow,2026-04-28,"নীতি, চাপ",2
303,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,নিরাপদ পানির প্রাপ্যতা একটি বড় চ্যালেঞ্জ হয়ে দাঁড়িয়েছে: মির্জা ফখরুল,https://www.prothomalo.com/bangladesh/environment/zohdtdeus0,2026-04-28,"প্রতিষ্ঠান, বক্তব্য, সমবায়, এনজিও, সভা",5
201,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,দেশে প্রথম আধুনিক ইনসুলিন কার্ট্রিজের উৎপাদন শুরু করল এসকেএফ,https://www.prothomalo.com/bangladesh/8zw0lgsbx3,2026-04-28,"প্রতিষ্ঠান, বক্তব্য, সভা",3
980,PROTHOMALO_20260507_121326,Prothom Alo,bangladesh,"ইয়াবা, কুশ ও কেটামিনের মতো মাদক তৈরি হচ্ছে ঢাকায় ‘মিনি ল্যাবে’, চক্রে বিদেশিরাও",https://www.prothomalo.com/bangladesh/crime/p07n3mwopw,2026-05-07,"গ্রেপ্তার, অভিযোগ, আইন",3
444,PROTHOMALO_20260428_211709,Prothom Alo,world,ইরানের সঙ্গে যুদ্ধে যুক্তরাষ্ট্র ‘অপমানিত’ হচ্ছে: জার্মানির চ্যান্সেলর,https://www.prothomalo.com/world/europe/4xuwxpnudo,2026-04-28,"বক্তব্য, নীতি",2
446,PROTHOMALO_20260428_211709,Prothom Alo,durporobash,প্রথম প্রয়াণ দিবসে কবি দাউদ হায়দারকে স্মরণ–শ্রদ্ধা,https://nagorik.prothomalo.com/durporobash/e9j6c8r7ex,2026-04-28,"স্বাধীনতা, গ্রেপ্তার, আলোচনা, অভিযোগ, বিচার, সংবাদ, সভা",7
445,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,ডেমরায় বাস-লেগুনা সংঘর্ষে একজন নিহত,https://www.prothomalo.com/bangladesh/capital/uvlevl99b2,2026-04-28,ঘোষণা,1
220,PROTHOMALO_20260428_211709,Prothom Alo,business,নিট মুনাফা না হলেও উৎসাহ বোনাস পাবেন ব্যাংকাররা,https://www.prothomalo.com/business/bank/928mog5tt2,2026-04-28,"নীতিমালা, আলোচনা, সংগঠন, বেতন, দাবি, নীতি",6
400,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"কুষ্টিয়ায় অ্যানেসথেসিয়া দেওয়ার পর শিশুর মৃত্যু, দুই চিকিৎসক পুলিশি হেফাজতে",https://www.prothomalo.com/bangladesh/district/vfsuw99gkk,2026-04-28,"প্রতিবেদন, সাংবাদিক, অভিযোগ, বিচার, দাবি, আইন",6
991,PROTHOMALO_20260507_121326,Prothom Alo,opinion,বিজেপির বঙ্গজয় ও অধরা তিস্তার ঝিলিক,https://www.prothomalo.com/opinion/column/l7yirq2kn0,2026-05-07,"প্রতিষ্ঠান, হয়রানি, অধিকার, মতামত, নারী, ভাতা, বাধা, নীতি, সভা, আইন",10
252,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,যশোরে বিদ্যুতের লাইন টানতে কাটা হয়েছে শতাধিক গাছ,https://www.prothomalo.com/bangladesh/district/052xa2qut0,2026-04-28,"অভিযোগ, বিচার, দাবি",3
1007,PROTHOMALO_20260507_121326,Prothom Alo,opinion,খাবারের মান নিয়ে কোনো আপস নয়,https://www.prothomalo.com/opinion/editorial/vdn8yxl6o1,2026-05-07,"প্রতিষ্ঠান, প্রতিবেদন, অভিযোগ, নীতি",4
363,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,পাঁচ মামলায় সাবেক প্রধান বিচারপতি খায়রুল হকের জামিন বহাল,https://www.prothomalo.com/bangladesh/pahs81afan,2026-04-28,"গ্রেপ্তার, অভিযোগ, বিচার, মামলা, বাধা, বিধি, নীতি, আইন, দমন",9
285,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"হামে শিশুমৃত্যুতে আসকের উদ্বেগ, অতীতের অবহেলায় দায়ীদের জবাবদিহি দাবি",https://www.prothomalo.com/bangladesh/nqekcibz0v,2026-04-28,"প্রান্তিক জনগোষ্ঠী, মানবাধিকার সংগঠন, প্রতিবন্ধকতা, মানবাধিকার, গণমাধ্যম, অধিকার, বিবৃতি, সংগঠন, বাধা, দাবি, নীতি, আইন",12
327,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"হাম ও হামের উপসর্গে আরও ৯ শিশুর প্রাণ গেল, ৫ শিশুই ঢাকায়",https://www.prothomalo.com/bangladesh/a4ehzyno4x,2026-04-28,প্রতিবেদন,1
253,PROTHOMALO_20260428_211709,Prothom Alo,video,"কোথায় দুর্নীতি করেছি, সংসদে প্রমাণ দিতে হবে: নাহিদ ইসলাম",https://www.prothomalo.com/video/bangladesh/6ma1ehmfsb,2026-04-28,নীতি,1
231,PROTHOMALO_20260428_211709,Prothom Alo,opinion,ঢাকায় যানজটের মূল সমস্যাটা কোথায়?,https://www.prothomalo.com/opinion/column/3so7ntvcww,2026-04-28,"প্রতিষ্ঠান, নীতি, আইন",3
340,PROTHOMALO_20260428_211709,Prothom Alo,opinion,সৌরবিদ্যুৎ উৎপাদন যেভাবে বাড়ানো যেতে পারে,https://www.prothomalo.com/opinion/column/00p4h07a66,2026-04-28,"প্রতিবন্ধকতা, প্রতিষ্ঠান, স্বচ্ছতা, আন্দোলন, গবেষণা, ঘোষণা, মতামত, আইন",8
356,PROTHOMALO_20260428_211709,Prothom Alo,sports,ট্রাম্পকে দেওয়া ফিফার শান্তি পুরস্কার বাতিলের দাবি নরওয়ে ফুটবলপ্রধানের,https://www.prothomalo.com/sports/football/9fry5cdjhy,2026-04-28,"নীতিমালা, সাংবাদিক, আলোচনা, অভিযোগ, বিচার, দাবি, নীতি, সভা, চাপ, আইন",10
391,PROTHOMALO_20260428_211709,Prothom Alo,business,"আবার কমল সোনার দাম, ভরিতে ২,২১৬ টাকা",https://www.prothomalo.com/business/industry/h2ako4r0w6,2026-04-28,"প্রতিবেদন, সংবাদ",2
416,PROTHOMALO_20260428_211709,Prothom Alo,opinion,ফসলের নিরাপত্তায় কার্যকর পদক্ষেপ জরুরি,https://www.prothomalo.com/opinion/editorial/0umlj1yeru,2026-04-28,আক্রমণ,1
414,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"কুষ্টিয়ায় কার্টন খুলতেই বিকট শব্দে বিস্ফোরণ, ভ্যানচালক আহত",https://www.prothomalo.com/bangladesh/district/0h00wcv1uu,2026-04-28,আইন,1
458,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"ফরিদপুরে মা–মেয়েকে কুপিয়ে হত্যা, বাঁচাতে আসা প্রতিবেশীও নিহত",https://www.prothomalo.com/bangladesh/district/luzh34jc5s,2026-04-28,অভিযোগ,1
368,PROTHOMALO_20260428_211709,Prothom Alo,world,কীভাবে অবরুদ্ধ হরমুজ প্রণালি পার হলো রাশিয়ার প্রমোদতরি,https://www.prothomalo.com/world/middle-east/oh56vuroqy,2026-04-28,"প্রতিষ্ঠান, আলোচনা, আক্রমণ, ঘোষণা",4
372,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,"এক হাটের দর উঠেছে ১৪ কোটি টাকা, চার হাটে দরদাতা নেই",https://www.prothomalo.com/bangladesh/capital/3c4qurtbh3,2026-04-28,"প্রতিষ্ঠান, সাংবাদিক, অভিযোগ",3
246,PROTHOMALO_20260428_211709,Prothom Alo,politics,বর্তমান সরকারের আমলে ৪৬৪টি হত্যা ও ৬৬৬টি ধর্ষণ মামলা হয়েছে: সংসদে স্বরাষ্ট্রমন্ত্রী,https://www.prothomalo.com/politics/q1b7z5w717,2026-04-28,"মানবাধিকার, গ্রেপ্তার, প্রতিবেদন, অভিযোগ, নিপীড়ন, বিচার, মামলা, দাবি, নীতি, সভা, আইন",11
369,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,হামে আক্রান্ত শিশুরা পাঁচ ধরনের জটিলতার ঝুঁকিতে,https://www.prothomalo.com/bangladesh/bnbj6hnv65,2026-04-28,"প্রতিষ্ঠান, প্রতিবন্ধী, আলোচনা, গবেষণা, এনজিও",5
441,PROTHOMALO_20260428_211709,Prothom Alo,religion,ক্ষমা করার পদ্ধতি শেখায় কোরআনের ১০ আয়াত,https://www.prothomalo.com/religion/islam/krlwqoyaiq,2026-04-28,"অধিকার, নীতি",2
339,PROTHOMALO_20260428_211709,Prothom Alo,world,"ইরানের প্রস্তাবে খুশি নন ট্রাম্প, শান্তি আলোচনায় অচলাবস্থা",https://www.prothomalo.com/world/middle-east/c2ezi1zuer,2026-04-28,"আলোচনা, আক্রমণ, সংবাদ, বাধা, চাপ",5
243,PROTHOMALO_20260428_211709,Prothom Alo,bangladesh,‘ক্ষমাসুন্দর দৃষ্টিতে’ দেখার আবেদন ঠিকাদারের,https://www.prothomalo.com/bangladesh/district/e667b8c77x,2026-04-28,"প্রতিষ্ঠান, প্রতিবেদন, অভিযোগ, মতামত, দাবি",5
344,PROTHOMALO_20260428_211709,Prothom Alo,business,চমক দেখাচ্ছে দেশীয় প্রতিষ্ঠান,https://www.prothomalo.com/business/industry/kud3h7l3rp,2026-04-28,"প্রতিষ্ঠান, চাপ",2
